#Feeder,Feeder ID,Type,Nozzle,X,Y,Angle,Footprint,Value,Pick height,Pick delay,Place Height,Place Delay,Vacuum detection,Threshold,Vision Alignment,Speed,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Feeder
,35,4,RT90,0.005,RES1206,207.218718,101.8057978,-90,NO,,,,,,,,,,,,,,,,,,,,,comp
,35,1,RT136,0.005,RES1206,133.6620202,24.17273407,-90,NO,,,,,,,,,,,,,,,,,,,,,comp
,35,3,RT137,0.005,RES1206,133.9364753,102.2185113,-90,NO,,,,,,,,,,,,,,,,,,,,,comp
,35,4,RT30,0.005,RES1206,279.485646,101.709779,-90,NO,,,,,,,,,,,,,,,,,,,,,comp
,1,1,CT56,0.01UF,CAP0603,240.9290219,276.7342187,90,NO,,,,,,,,,,,,,,,,,,,,,comp
,1,3,CT57,0.01UF,CAP0603,240.8805789,274.186068,90,NO,,,,,,,,,,,,,,,,,,,,,comp
,1,4,CT105,0.01UF,CAP0603,161.9670574,362.3138058,180,NO,,,,,,,,,,,,,,,,,,,,,comp
,1,1,CT118,0.01UF,CAP0603,147.8755425,359.3106201,-90,NO,,,,,,,,,,,,,,,,,,,,,comp
,1,3,CT119,0.01UF,CAP0603,147.8850331,362.0062732,-90,NO,,,,,,,,,,,,,,,,,,,,,comp
,1,4,CT137,0.01UF,CAP0603,132.5697548,350.376815,180,NO,,,,,,,,,,,,,,,,,,,,,comp
,1,1,CT140,0.01UF,CAP0603,129.7548202,350.3797014,180,NO,,,,,,,,,,,,,,,,,,,,,comp
,1,3,CT141,0.01UF,CAP0603,129.4662101,363.8630999,90,NO,,,,,,,,,,,,,,,,,,,,,comp
,34,1,RT88,0.02,RES0805,209.5340521,205.0562121,0,NO,,,,,,,,,,,,,,,,,,,,,comp
,34,3,RT63,0.02,RES0805,230.0935782,205.634974,0,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,1,CT150,0.1UF,CAP0603,117.0890928,185.9262299,180,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,3,CT131,0.1UF,CAP0603,135.1466704,322.1859864,-90,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,4,CT130,0.1UF,CAP0603,135.1300334,317.4551683,-90,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,1,CT129,0.1UF,CAP0603,135.1133965,312.7243644,-90,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,3,CT126,0.1UF,CAP0603,135.0417195,292.3426462,-90,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,4,CT127,0.1UF,CAP0603,135.0586335,297.1522349,-90,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,1,CT132,0.1UF,CAP0603,135.1619211,326.522582,-90,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,3,CT128,0.1UF,CAP0603,135.0856683,304.8397227,-90,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,4,CT133,0.1UF,CAP0603,134.9879596,335.5902626,90,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,1,CT143,0.1UF,CAP0603,126.638589,209.0147641,180,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,3,CT135,0.1UF,CAP0603,133.7531274,188.3498561,90,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,4,CT136,0.1UF,CAP0603,133.7614445,190.7150674,90,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,1,CT142,0.1UF,CAP0603,127.6277567,185.9133081,180,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,3,CT124,0.1UF,CAP0603,135.8234653,251.6521951,180,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,4,CT144,0.1UF,CAP0603,126.6761324,221.4508476,180,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,1,CT145,0.1UF,CAP0603,125.1820442,185.9163068,180,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,3,CT146,0.1UF,CAP0603,124.1685534,209.017723,180,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,4,CT134,0.1UF,CAP0603,134.9965471,338.0322161,90,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,1,CT113,0.1UF,CAP0603,155.5851194,338.8947548,90,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,3,CT108,0.1UF,CAP0603,158.6360648,246.6249184,180,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,4,CT111,0.1UF,CAP0603,155.5206194,320.5874084,90,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,1,CT9,0.1UF,CAP0603,322.4555956,212.3223647,180,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,3,CT10,0.1UF,CAP0603,319.8480058,212.3254772,180,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,4,CT31,0.1UF,CAP0603,277.7832602,334.0822996,90,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,1,CT35,0.1UF,CAP0603,274.3164117,285.2457113,90,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,3,CT44,0.1UF,CAP0603,265.6010906,272.6849686,-90,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,4,CT59,0.1UF,CAP0603,235.3767308,337.2224032,90,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,1,CT65,0.1UF,CAP0603,227.9357787,199.0470387,180,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,3,CT69,0.1UF,CAP0603,225.3288013,199.0501931,180,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,4,CT83,0.1UF,CAP0603,207.3762416,198.4684462,180,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,1,CT87,0.1UF,CAP0603,204.7695576,198.4716021,180,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,3,CT88,0.1UF,CAP0603,204.6264282,344.974918,-90,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,4,CT89,0.1UF,CAP0603,204.1069477,332.4033859,-90,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,1,CT149,0.1UF,CAP0603,119.2620344,206.8426131,0,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,3,CT98,0.1UF,CAP0603,178.8511478,246.4833592,180,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,4,CT147,0.1UF,CAP0603,122.4394276,185.9196697,180,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,1,CT109,0.1UF,CAP0603,158.6556548,252.1835431,0,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,3,CT110,0.1UF,CAP0603,155.4171402,291.2164408,90,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,4,CT112,0.1UF,CAP0603,155.5755834,336.1880953,90,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,1,CT148,0.1UF,CAP0603,119.975594,185.9226906,180,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,3,CT97,0.1UF,CAP0603,178.9118078,252.0026495,0,NO,,,,,,,,,,,,,,,,,,,,,comp
,7,1,CT27,0.1UF,CAP1206,285.7814825,81.75222734,0,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,4,CT163,0.1UF,CAP0603,109.8377556,202.7465316,-90,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,1,CT164,0.1UF,CAP0603,109.6722757,324.7360233,0,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,3,CT166,0.1UF,CAP0603,109.7375946,343.3524983,0,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,4,CT167,0.1UF,CAP0603,100.9254221,307.4390554,90,NO,,,,,,,,,,,,,,,,,,,,,comp
,7,3,CT5,0.1UF,CAP1206,326.7056092,181.794565,90,NO,,,,,,,,,,,,,,,,,,,,,comp
,7,4,CT19,0.1UF,CAP1206,299.5364163,81.73361671,0,NO,,,,,,,,,,,,,,,,,,,,,comp
,7,1,CT20,0.1UF,CAP1206,299.8132012,159.2854706,0,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,1,CT162,0.1UF,CAP0603,109.829529,200.4020124,-90,NO,,,,,,,,,,,,,,,,,,,,,comp
,7,3,CT28,0.1UF,CAP1206,286.0579251,159.3027798,0,NO,,,,,,,,,,,,,,,,,,,,,comp
,7,4,CT122,0.1UF,CAP1206,140.2291791,81.75207168,0,NO,,,,,,,,,,,,,,,,,,,,,comp
,7,1,CT115,0.1UF,CAP1206,154.2541945,159.7840026,0,NO,,,,,,,,,,,,,,,,,,,,,comp
,7,3,CT114,0.1UF,CAP1206,153.9792257,81.73346435,0,NO,,,,,,,,,,,,,,,,,,,,,comp
,7,4,CT79,0.1UF,CAP1206,213.7885384,159.3937215,0,NO,,,,,,,,,,,,,,,,,,,,,comp
,7,1,CT78,0.1UF,CAP1206,213.5545099,81.69226532,0,NO,,,,,,,,,,,,,,,,,,,,,comp
,7,3,CT67,0.1UF,CAP1206,227.5413882,159.3764153,0,NO,,,,,,,,,,,,,,,,,,,,,comp
,7,4,CT66,0.1UF,CAP1206,227.3070182,81.67365532,0,NO,,,,,,,,,,,,,,,,,,,,,comp
,7,1,CT123,0.1UF,CAP1206,140.5038035,159.8013004,0,NO,,,,,,,,,,,,,,,,,,,,,comp
,7,3,CT48,0.1UF,CAP1206,255.2482433,238.7069753,0,NO,,,,,,,,,,,,,,,,,,,,,comp
,7,4,CT38,0.1UF,CAP1206,269.0028258,238.6909993,0,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,3,CT161,0.1UF,CAP0603,109.8191553,197.4455672,-90,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,4,CT151,0.1UF,CAP0603,116.7920451,206.8455786,0,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,1,CT152,0.1UF,CAP0603,115.9501546,356.031421,-90,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,3,CT153,0.1UF,CAP0603,114.9642124,260.7774036,0,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,4,CT154,0.1UF,CAP0603,114.9869009,267.2406066,180,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,1,CT155,0.1UF,CAP0603,114.5656494,185.9293239,180,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,3,CT156,0.1UF,CAP0603,113.9678568,227.92475,0,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,4,CT157,0.1UF,CAP0603,113.9898577,234.1925722,180,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,1,CT158,0.1UF,CAP0603,109.7921837,189.7588356,-90,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,3,CT159,0.1UF,CAP0603,109.8004799,192.1232038,-90,NO,,,,,,,,,,,,,,,,,,,,,comp
,2,4,CT160,0.1UF,CAP0603,109.8108563,195.080415,-90,NO,,,,,,,,,,,,,,,,,,,,,comp
,21,1,RT62,1.78K,RES0603,236.5495579,121.8333341,180,NO,,,,,,,,,,,,,,,,,,,,,comp
,21,3,RT14,1.78K,RES0603,308.5451075,44.18820167,180,NO,,,,,,,,,,,,,,,,,,,,,comp
,21,4,RT15,1.78K,RES0603,308.8221133,121.7390779,180,NO,,,,,,,,,,,,,,,,,,,,,comp
,21,1,RT34,1.78K,RES0603,278.0116446,201.1450308,180,NO,,,,,,,,,,,,,,,,,,,,,comp
,21,3,RT61,1.78K,RES0603,236.3149671,44.13155175,180,NO,,,,,,,,,,,,,,,,,,,,,comp
,21,4,RT117,1.78K,RES0603,162.9864212,44.19472109,180,NO,,,,,,,,,,,,,,,,,,,,,comp
,21,1,RT118,1.78K,RES0603,163.2616123,122.2442756,180,NO,,,,,,,,,,,,,,,,,,,,,comp
,22,1,RT147,100 Ohm,RES0603,125.4122672,205.3107165,90,NO,,,,,,,,,,,,,,,,,,,,,comp
,22,3,RT127,100 Ohm,RES0603,149.4186456,236.3068704,135,NO,,,,,,,,,,,,,,,,,,,,,comp
,22,4,RT135,100 Ohm,RES0603,136.7649327,220.4347589,-135,NO,,,,,,,,,,,,,,,,,,,,,comp
,22,1,RT130,100 Ohm,RES0603,141.1517386,238.6423897,90,NO,,,,,,,,,,,,,,,,,,,,,comp
,22,3,RT129,100 Ohm,RES0603,142.0171892,222.0842449,90,NO,,,,,,,,,,,,,,,,,,,,,comp
,22,4,RT128,100 Ohm,RES0603,147.9323098,223.4175966,45,NO,,,,,,,,,,,,,,,,,,,,,comp
,22,1,RT150,100 Ohm,RES0603,118.0598203,210.6412651,90,NO,,,,,,,,,,,,,,,,,,,,,comp
,22,3,RT141,100 Ohm,RES0603,131.7158701,224.6041608,0,NO,,,,,,,,,,,,,,,,,,,,,comp
,22,4,RT126,100 Ohm,RES0603,151.6512827,227.2979912,180,NO,,,,,,,,,,,,,,,,,,,,,comp
,22,1,RT145,100 Ohm,RES0603,130.4343897,198.2089879,0,NO,,,,,,,,,,,,,,,,,,,,,comp
,8,1,CT96,100UF,CAP1206,183.9742502,340.3103681,-90,NO,,,,,,,,,,,,,,,,,,,,,comp
,23,1,RT111,10K,RES0603,169.7954482,118.7667622,180,NO,,,,,,,,,,,,,,,,,,,,,comp
,23,3,RT110,10K,RES0603,169.5200938,40.71675568,180,NO,,,,,,,,,,,,,,,,,,,,,comp
,23,4,RT107,10K,RES0603,175.864808,310.2757576,-90,NO,,,,,,,,,,,,,,,,,,,,,comp
,23,1,RT103,10K,RES0603,189.0840804,252.661216,-90,NO,,,,,,,,,,,,,,,,,,,,,comp
,23,3,RT101,10K,RES0603,189.7323457,319.9553454,0,NO,,,,,,,,,,,,,,,,,,,,,comp
,23,4,RT55,10K,RES0603,243.0844829,118.3555072,180,NO,,,,,,,,,,,,,,,,,,,,,comp
