REFDES,COMP_DEVICE_TYPE,COMP_VALUE,COMP_TOL,SYM_NAME,SYM_X,SYM_Y,SYM_ROTATE,SYM_MIRROR
RB52,R_RES0603_69 OHM,69 Ohm,,RES0603,181.8538,98.5895,0,YES
RB53,R_RES0603_69 OHM,69 Ohm,,RES0603,178.7122,98.5895,180,YES
RB43,R_RES0603_82 OHM,82 Ohm,,RES0603,176.7234,109.0422,270,YES
RB47,R_RES0603_82 OHM,82 Ohm,,RES0603,176.7103,102.743,90,YES
RB9,R_RES1206_0 OHM,0 Ohm,,RES1206,156.1084,158.1764,90,YES
RB13,R_RES1206_0 OHM,0 Ohm,,RES1206,116.3828,151.2422,90,YES
QB1,BSS138_SOT95P230X110-3N_BSS138K,BSS138K,,SOT95P230X110-3N,72.2516,161.8642,270,YES
QB2,BSS138_SOT95P230X110-3N_BSS138K,BSS138K,,SOT95P230X110-3N,61.1772,161.8642,270,YES
QB3,BSS138_SOT95P230X110-3N_BSS138K,BSS138K,,SOT95P230X110-3N,55.64,161.8642,270,YES
QB4,BSS138_SOT95P230X110-3N_BSS138K,BSS138K,,SOT95P230X110-3N,226.6696,158.0642,270,YES
QB5,BSS138_SOT95P230X110-3N_BSS138K,BSS138K,,SOT95P230X110-3N,188.5696,157.7848,270,YES
QB6,BSS138_SOT95P230X110-3N_BSS138K,BSS138K,,SOT95P230X110-3N,162.4048,38.563,0,YES
FIDB1,FIDUCIAL_FIDUCIAL_FIDUCIAL,Fiducial,,FIDUCIAL,236.22,164.5158,0,YES
FIDB2,FIDUCIAL_FIDUCIAL_FIDUCIAL,Fiducial,,FIDUCIAL,9.0678,164.5158,0,YES
FIDB3,FIDUCIAL_FIDUCIAL_FIDUCIAL,Fiducial,,FIDUCIAL,9.0678,8.9154,0,YES
FIDB4,FIDUCIAL_FIDUCIAL_FIDUCIAL,Fiducial,,FIDUCIAL,236.22,8.89,0,YES
